pub_ID,sp_name,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_SD,particles_per_mg,shape,biodegradable.y.n,color,fluorescence,modified,mod_type,surface_charge,surfactant,abiotic_env,biotic_env,milled,weathered,density_gcm-3,excitation_nm,emission_nm,company,MP_comments,age_d,generation,food_source,food_present,temperature,DOC_added,DOC_type,other_added,other_type,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_l-1,endpoint,comment_endpoint,c_n_replicates,c_mean,c_SD,c_SE,c_ind_per_replicate,c_n_individuals,t_n_replicates,t_mean,t_SD,t_SE,t_ind_per_replicate,t_n_individuals,data_comment
LiuQ2022,Daphnia pulex,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,yes,fish conditioned media,yes,kairomone,350,14,NA,2,neonates/adult,kairomone present,5,112,26.83,12,1,5,5,87,13.41,6,1,5,from figure 4i with metaDigitise; F+
LiuQ2022,Daphnia pulex,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,no,NA,no,NA,350,14,NA,2,neonates/adult,,5,84.3,23.13,10.34,1,5,5,109.13,16.19,7.24,1,5,from figure 4i with metaDigitise; F-
LiuQ2022,Daphnia pulex,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,yes,fish conditioned media,yes,kairomone,350,14,NA,4,neonates/adult,kairomone present,5,112,26.83,12,1,5,5,77,15.65,7,1,5,from figure 4i with metaDigitise; F+
LiuQ2022,Daphnia pulex,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,no,NA,no,NA,350,14,NA,4,neonates/adult,,5,84.3,23.13,10.34,1,5,5,84.3,25.44,11.38,1,5,from figure 4i with metaDigitise; F-
LiuQ2022,Daphnia pulex,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,yes,fish conditioned media,yes,kairomone,350,14,NA,8,neonates/adult,kairomone present,5,112,26.83,12,1,5,5,68,8.94,4,1,5,from figure 4i with metaDigitise; F+
LiuQ2022,Daphnia pulex,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,no,NA,no,NA,350,14,NA,8,neonates/adult,,5,84.3,23.13,10.34,1,5,5,66.71,11.56,5.17,1,5,from figure 4i with metaDigitise; F-
Lyu2022,Daphnia magna,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-0100 ",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,1.82E+06,1,neonates/adult,,4,15.45,3.1,1.55,5,20,4,6.9,1.06,0.53,5,20,raw data from author
Lyu2022,Daphnia magna,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-0100 ",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,1.82E+06,1,neonates/adult,,4,123.3,6.27,3.13,5,20,4,65.05,5,2.5,5,20,raw data from author
Lyu2022,Daphnia magna,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-0100 ",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,1.82E+06,1,neonates/adult,,4,231.1,26.4,13.02,5,20,4,216.28,7.08,3.54,5,20,raw data from author
Lyu2022,Daphnia magna,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-0100 ",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,3.64E+06,2,neonates/adult,,4,15.45,3.1,1.55,5,20,4,0,0,0,5,20,raw data from author
Lyu2022,Daphnia magna,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-0100 ",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,3.64E+06,2,neonates/adult,,4,123.3,6.27,3.13,5,20,4,7.98,1.36,0.68,5,20,raw data from author
Lyu2022,Daphnia magna,PS,1.0000,NA,1000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-0100 ",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,3.64E+06,2,neonates/adult,,4,231.1,26.4,13.02,5,20,4,223.25,9.07,4.53,5,20,raw data from author
DeFelice2019,Daphnia magna,PS,1.0700,3.00E-02,1070.0000,30,NA,spherical,no,red,no,no,NA,NA,no,no,no,no,no,1.51,NA,NA,"Sigma-Aldrich, Italy",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,504,21,NA,0.125,neonates/adult,food concentration changed to 1.6E+07 after the 8th day ,15,43.78,15.41,3.98,1,15,15,49.55,18.49,4.77,1,15,from Figure 6a with metaDigitise; food amount was doubled after 8 days
DeFelice2019,Daphnia magna,PS,1.0700,3.00E-02,1070.0000,30,NA,spherical,no,red,no,no,NA,NA,no,no,no,no,no,1.51,NA,NA,"Sigma-Aldrich, Italy",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,504,21,NA,1.25,neonates/adult,food concentration changed to 1.6E+07 after the 8th day ,15,43.78,15.41,3.98,1,15,15,52.53,20.03,5.17,1,15,from Figure 6a with metaDigitise; food amount was doubled after 8 days
DeFelice2019,Daphnia magna,PS,1.0700,3.00E-02,1070.0000,30,NA,spherical,no,red,no,no,NA,NA,no,no,no,no,no,1.51,NA,NA,"Sigma-Aldrich, Italy",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,504,21,NA,12.5,neonates/adult,food concentration changed to 1.6E+07 after the 8th day ,15,43.78,15.41,3.98,1,15,15,68.45,16.95,4.37,1,15,from Figure 6a with metaDigitise; food amount was doubled after 8 days
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,15,no,NA,no,NA,504,21,9.60E+08,0.5,reproduction rate,,5,14.18,2.65,1.18,5,25,5,16.33,3.47,1.55,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,15,no,NA,no,NA,504,21,1.92E+09,1,reproduction rate,,5,14.18,2.65,1.18,5,25,5,17.4,1.75,0.79,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,15,no,NA,no,NA,504,21,3.84E+09,2,reproduction rate,,5,14.18,2.65,1.18,5,25,5,11.03,2.32,1.03,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,9.60E+08,0.5,reproduction rate,,5,84.31,2.82,1.26,5,25,5,28.65,3.96,1.77,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,1.92E+09,1,reproduction rate,,5,84.31,2.82,1.26,5,25,5,20.77,4.29,1.92,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,3.84E+09,2,reproduction rate,,5,84.31,2.82,1.26,5,25,5,6.23,1.47,0.65,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,30,no,NA,no,NA,504,21,9.60E+08,0.5,reproduction rate,,5,164.61,33.21,14.85,5,25,5,0.57,0.07,0,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,30,no,NA,no,NA,504,21,1.92E+09,1,reproduction rate,,5,164.61,33.21,14.85,5,25,5,0.4,0.02,0,5,25,from fig. 3b with metaDigitise
Lyu2021,Daphnia magna,PS,1.2500,NA,1250.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, Tianjin, China",,0,0,Chlorella vulgaris,yes,30,no,NA,no,NA,504,21,3.84E+09,2,reproduction rate,,5,164.61,33.21,14.85,5,25,5,0,0.00,0,5,25,from fig. 3b with metaDigitise
Magni2022,Daphnia magna,TW,1.2900,5.20E-01,1290.0000,5.20E+02,NA,fragments,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Ente Nazionale Italiano di Unificazione (UNI) project of GL14 group (ConfoReach-GVG group) ,ELT-dg rubber granules,0,0,Pseudokirchneriella subcapitata,yes,20,no,NA,no,NA,504,21,NA,31.3,neonates/adult,,10,87.4,7.6,NA,1,10,10,58.8,12.5,NA,1,10,from text
Magni2022,Daphnia magna,TW,1.5080,6.15E-01,1509.0000,6.15E+02,NA,fragments,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Ente Nazionale Italiano di Unificazione (UNI) project of GL14 group (ConfoReach-GVG group) ,ELT-dg rubber granules,0,0,Pseudokirchneriella subcapitata,yes,20,no,NA,no,NA,504,21,NA,9.8,neonates/adult,,10,87.4,7.6,NA,1,10,10,60.2,12,NA,1,10,from text
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,18,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.39E-03,neonates/adult,,5,19.4,4.16,NA,1,5,5,16.6,4.92,NA,1,5,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,18,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.39E-03,neonates/adult,,5,23.8,9.44,NA,1,5,5,22.4,4.21,NA,1,5,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.39E-03,neonates/adult,,5,1.8,2.16,NA,1,5,5,0,0,NA,1,4,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.39E-03,neonates/adult,,5,62,22.53,NA,1,5,5,96.6,33.08,NA,1,5,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,18,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.11E-02,neonates/adult,,5,23.8,9.44,NA,1,5,5,19.56,9.39,NA,1,5,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,18,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.11E-02,neonates/adult,,5,19.4,4.16,NA,1,5,5,13.2,2.48,NA,1,5,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.11E-02,neonates/adult,,5,62,22.53,NA,1,5,5,55.6,20.56,NA,1,5,calculated from raw data (supplemental information)
Aljaibachi2018,Daphnia magna,PS,2.0000,NA,2000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"SIgma-Aldrich, UK",,0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,1.11E-02,neonates/adult,,5,1.8,2.16,NA,1,5,5,12,10.95,NA,1,4,calculated from raw data (supplemental information)
LiuY2022,Daphnia magna,PVC,2.0000,1.00E+00,2000.0000,1.00E+02,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Guangzhou Huayu Trade Co., Ltd. (Guangzhou, China) ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,504,21,NA,2.05,neonates/adult,shape asked by email,10,62.57,2.13,0.67,1,10,10,49.77,1.77,0.56,1,10,from figure 1e with metaDigitise
Rist2017,Daphnia magna,PS,2.3700,1.00E-02,2370.0000,1.00E+01,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,1.05,440,486,Phosphorex ,,0,0,Raphidocelis subcapitata ,yes,20,no,NA,no,NA,504,21,1.40E+04,0.1,neonates/adult,,10,38.27,26.88,8.5,1,10,10,34.19,23.37,7.39,1,10,from figure 4 with metaDigitise
Rist2017,Daphnia magna,PS,2.3700,1.00E-02,2370.0000,1.00E+01,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,1.05,440,486,Phosphorex ,,0,0,Raphidocelis subcapitata ,yes,20,no,NA,no,NA,504,21,7.00E+04,0.5,neonates/adult,,10,38.27,26.88,8.5,1,10,10,43.54,18.79,5.94,1,10,from figure 4 with metaDigitise
Rist2017,Daphnia magna,PS,2.3700,1.00E-02,2370.0000,1.00E+01,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,1.05,440,486,Phosphorex ,,0,0,Raphidocelis subcapitata ,yes,20,no,NA,no,NA,504,21,1.40E+05,1,neonates/adult,,10,38.27,26.88,8.5,1,10,10,41.98,21.73,6.87,1,10,from figure 4 with metaDigitise
Felten2020,Daphnia magna,PE,2.5000,NA,2500.0000,NA,1.02E+09,spherical,no,clear,no,no,NA,NA,no,no,no,no,no,0.96,NA,NA,"Cospheric (Santa Barbara, CA, USA) ",particles per mg reported as range between 3.1*10^7 and 2*10^9,0,0,"Raphidocelis subcapitata, Desmodesmus subspicatus, Chlorella vulgaris",yes,20,no,NA,no,NA,504,21,NA,1,neonates/adult,,10,94.1,4.25,NA,1,10,10,94.5,3.01,NA,1,10,from table 1
Felten2020,Daphnia magna,PE,2.5000,NA,2500.0000,NA,1.02E+09,spherical,no,clear,no,no,NA,NA,no,no,no,no,no,0.96,NA,NA,"Cospheric (Santa Barbara, CA, USA) ",particles per mg reported as range between 3.1*10^7 and 2*10^9,0,0,"Raphidocelis subcapitata, Desmodesmus subspicatus, Chlorella vulgaris",yes,20,no,NA,no,NA,504,21,NA,10,neonates/adult,,10,94.1,4.25,NA,1,10,10,79.11,11.42,NA,1,10,from table 1
Ogonowski2016,Daphnia magna,PE,2.6000,1.80E+00,2600.0000,1.80E+03,NA,fragments,no,NA,yes,no,NA,NA,yes,no,no,yes,no,1,NA,NA,"Cospheric, USA ",secundary microplastic,0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+02,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,4.6,1.84,NA,1,10,raw data from supplement; column 3
Ogonowski2016,Daphnia magna,PE,2.6000,1.80E+00,2600.0000,1.80E+03,NA,fragments,no,NA,yes,no,NA,NA,yes,no,no,yes,no,1,NA,NA,"Cospheric, USA ",secundary microplastic,0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+03,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,4.7,2.9,NA,1,10,raw data from supplement; column 3
Ogonowski2016,Daphnia magna,PE,2.6000,1.80E+00,2600.0000,1.80E+03,NA,fragments,no,NA,yes,no,NA,NA,yes,no,no,yes,no,1,NA,NA,"Cospheric, USA ",secundary microplastic,0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+04,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,5.4,2.63,NA,1,10,raw data from supplement; column 3
Ogonowski2016,Daphnia magna,PE,2.6000,1.80E+00,2600.0000,1.80E+03,NA,fragments,no,NA,yes,no,NA,NA,yes,no,no,yes,no,1,NA,NA,"Cospheric, USA ",secundary microplastic,0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+05,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,1.3,2.21,NA,1,10,raw data from supplement; column 3
Svigruha2023,Daphnia magna,PS,3.0000,NA,3000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Merck,,0,0,Scenedesmus obliquus and/or Raphidocelis subcapitata ,yes,23,NA,NA,NA,NA,504,21,NA,1.25E+00,eggs/adult,,10,10.00,1.32,0.42,1,10,10,3.55,1.73,0.55,1,10,Data extracted from Table 1; SD deviation calculated as SD = SEM * √N
Wang2023,Daphnia magna,PS,3.0000,NA,3000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,144,6,5.18E+04,2.00E+00,offspring/1st brood,,3,12.80,1.50,0.90,5,15,3,13.02,4.39,2.53,5,15,Data extracted from Fig. 1H with metaDigitise
Wang2023,Daphnia magna,PS,3.0000,NA,3000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,yes,kairomone,NA,NA,144,6,5.18E+04,2.00E+00,offspring/1st brood,,3,14.66,1.64,0.95,5,15,3,10.96,1.83,1.05,5,15,Data extracted from Fig. 1H with metaDigitise; kairomone present
Wang2023,Daphnia magna,PS,3.0000,NA,3000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,144,6,1.55E+05,6.00E+00,offspring/1st brood,,3,12.80,1.50,0.90,5,15,3,12.13,0.00,0.00,5,15,Data extracted from Fig. 1H with metaDigitise
Wang2023,Daphnia magna,PS,3.0000,NA,3000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,yes,kairomone,NA,NA,144,6,1.55E+05,6.00E+00,offspring/1st brood,,3,14.66,1.64,0.95,5,15,3,11.18,0.00,0.00,5,15,Data extracted from Fig. 1H with metaDigitise; kairomone present
Hiltunen2020,Daphnia magna,"PET, PS, ABS",3.5300,NA,3530.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,1.16,NA,NA,NA,"PET from soda bottle, PS from tray, ABS from toy brick",1,0,"Microcystis aeruginosa, Acutodesmus sp., Nitzchia sp.",yes,20,no,NA,no,NA,336,14,3.07E+02,NA,neonates/adult,with 5% of cyanobacteria,4,13.26,4.99,1.57,10,40,4,16.99,9.93,4.96,10,40,"from figure 5B, with metaDigitise; 5% cyanobacteria, 20 ◦C"
Hiltunen2020,Daphnia magna,"PET, PS, ABS",3.5300,NA,3530.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,1.16,NA,NA,NA,"PET from soda bottle, PS from tray, ABS from toy brick",1,0,"Microcystis aeruginosa, Acutodesmus sp., Nitzchia sp.",yes,23,no,NA,no,NA,336,14,3.07E+02,NA,neonates/adult,with 5% of cyanobacteria,4,12.04,5.45,2.72,10,40,4,9,2.77,0.43,10,40,"from figure 5B, with metaDigitise; 5% cyanobacteria; 23 ◦C"
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.04,neonates/adult,"light intensity 10,830 lx",10,91,2,NA,1,10,10,88,2,NA,1,10,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.04,neonates/adult,"light intensity 26,000 lx",10,92,2,NA,1,10,10,83,3,NA,1,10,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,25,no,NA,no,NA,504,21,NA,0.04,neonates/adult,"light intensity 10,830 lx",10,93,3,NA,1,10,10,83,1,NA,1,10,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.09,neonates/adult,"light intensity 10,830 lx",10,91,2,NA,1,10,10,78,3,NA,1,10,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.09,neonates/adult,"light intensity 26,000 lx",10,92,2,NA,1,10,10,60,2,NA,1,10,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,25,no,NA,no,NA,504,21,NA,0.09,neonates/adult,"light intensity 10,830 lx",10,93,3,NA,1,10,9,59,5,NA,1,9,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.19,neonates/adult,"light intensity 10,830 lx",10,91,2,NA,1,10,9,51,3,NA,1,9,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.19,neonates/adult,"light intensity 26,000 lx",10,92,2,NA,1,10,8,40,2,NA,1,8,from table 3
Guilhermino2021,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Chlorella vulgaris,yes,25,no,NA,no,NA,504,21,NA,0.19,neonates/adult,"light intensity 10,830 lx",10,93,3,NA,1,10,7,20,2,NA,1,7,from table 3
